"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000019622,ENSRNOG00000019622.3,1936,84348,Ackr3,NM_053352,0.980477765509443,6.95886461105643,8.57738876831348e-81,5.60928857942915e-79
ENSRNOG00000019635,ENSRNOG00000019635.6,1593,363283,Cops8,NM_001013227,0.241647675397294,5.7288032992611,0.0000251671645264083,0.0000755559915535133
ENSRNOG00000019648,ENSRNOG00000019648.8,10988,367313,Col6a3,NM_001109008,-4.56409112064205,5.04974494390764,0.0,0.0
ENSRNOG00000019892,ENSRNOG00000019892.6,3628,367314,Lrrfip1,NM_001014269,-0.314148379719412,7.3005708813701,3.220742828318e-7,1.2236880945958e-6
ENSRNOG00000019953,ENSRNOG00000019953.7,558,363284,Ube2f,NM_001008381,-0.244776730593018,3.19037980549321,0.0123357072837709,0.0230147013567756
ENSRNOG00000020083,ENSRNOG00000020083.5,2206,363285,Scly,NM_001007755,-0.33370981045891,2.60860833657764,0.0113608153795127,0.0213799843113294
ENSRNOG00000024717,ENSRNOG00000024717.5,3000,301606,Espnl,NM_001191812,-0.971124324131472,0.833668041987573,8.9575598468956e-6,0.0000285751517987484
ENSRNOG00000020105,ENSRNOG00000020105.6,2714,316624,Klhl30,NM_001399332,-1.17589845468778,3.66548126426649,1.40792358368587e-20,1.4821148492195e-19
ENSRNOG00000020194,ENSRNOG00000020194.7,1416,316626,Hes6,NM_001013179,-0.641530101122813,3.46594996251885,3.51160664889369e-11,1.98390034964394e-10
ENSRNOG00000020254,ENSRNOG00000020254.7,5783,63840,Per2,NM_031678,-1.3068508985412,3.30375423607399,1.72187225660441e-30,2.93628990966341e-29
ENSRNOG00000024468,ENSRNOG00000024468.6,2413,363286,Traf3ip1,NM_001012204,0.383932807151113,3.72696042203314,7.03419927248869e-6,0.0000227695864379601
ENSRNOG00000020355,ENSRNOG00000020355.4,1183,59327,Twist2,NM_021691,-2.563687230144,1.28360715439794,6.50046391849832e-31,1.12372109433991e-29
ENSRNOG00000020372,ENSRNOG00000020372.6,3997,363287,Hdac4,NM_053449,0.20030031492798,3.92585468944359,0.0104331387635855,0.0198143884682671
ENSRNOG00000016470,ENSRNOG00000016470.6,1984,678759,Ndufa10,NM_199495,-0.160992011326553,6.47350331108971,0.00179807994596809,0.00400523463542764
ENSRNOG00000037402,ENSRNOG00000037402.2,486,,,,-0.409071193668273,5.86914149218172,3.82290297114067e-6,0.0000127928377484659
ENSRNOG00000049437,ENSRNOG00000049437.1,3493,58920,Gpc1,NM_030828,-0.668021374674127,6.83139998059691,3.99090339953538e-12,2.4342228214324e-11
ENSRNOG00000045775,ENSRNOG00000045775.2,3148,684035,Rnpepl1,NM_001271177,-0.558042288115359,4.19512395493601,2.58943663782183e-9,1.24264276728148e-8
ENSRNOG00000045623,ENSRNOG00000045623.1,2270,63834,Capn10,NM_031673,-0.742893491344828,3.5955308932602,9.94136936961608e-12,5.88040608356307e-11
ENSRNOG00000016888,ENSRNOG00000016888.6,4622,301617,Pask,NM_001009362,0.347328491379607,4.09585214584909,0.000108562119747346,0.000295814706795835
ENSRNOG00000031479,ENSRNOG00000031479.4,6911,64474,Hdlbp,NM_001432862,-0.539227409640024,9.70043251080031,1.39319562266288e-34,2.74754823792293e-33
ENSRNOG00000017952,ENSRNOG00000017952.4,3191,117515,Septin2,NM_057148,-0.416850298722544,9.17996200362676,2.27950145034244e-10,1.19166697238113e-9
ENSRNOG00000032765,ENSRNOG00000032765.5,408,367324,Rps17l2,XM_039084762,-0.329731783928088,6.89645828577356,0.0000266552465882424,0.000079729954411951
ENSRNOG00000011613,ENSRNOG00000011613.8,6080,501194,Ppip5k2,NM_001025775,0.186995586676374,5.19650515111403,0.00745480009596375,0.0146434327756364
ENSRNOG00000032398,ENSRNOG00000032398.4,2730,501195,Macir,NM_001109086,0.516232494315438,4.48962541197233,1.65175816157593e-11,9.59764256164655e-11
ENSRNOG00000015898,ENSRNOG00000015898.8,4490,301737,Fer,NM_001106928,0.16509979667476,4.65132774739133,0.0132728855769753,0.0246042633559548
ENSRNOG00000015528,ENSRNOG00000015528.7,4596,192256,Pja2,NM_001277278,-0.337620113590428,6.56767944961737,1.06491481272729e-9,5.28795808153696e-9
ENSRNOG00000055521,ENSRNOG00000055521.1,119,,,,4.20672713941109,2.05838534485169,2.17879368520134e-24,2.81517200853974e-23
ENSRNOG00000042189,ENSRNOG00000042189.2,3345,246324,Rab31,NM_145094,-0.536413492264557,7.88072051114703,1.94669682207988e-28,3.08445768472177e-27
ENSRNOG00000013461,ENSRNOG00000013461.7,3550,84014,Ralbp1,NM_001393664,0.155957793458679,6.39125263528176,0.00146539589212348,0.00331620115360841
ENSRNOG00000012733,ENSRNOG00000012733.7,9777,316775,Ankrd12,NM_001108238,0.291733846095658,6.24233984550791,0.000399408185012988,0.000991476289529107
ENSRNOG00000013340,ENSRNOG00000013340.5,4000,363294,Twsg1,NM_001108811,0.147446664602819,7.92841404136099,0.00421968938927505,0.00877482731257077
ENSRNOG00000048545,ENSRNOG00000048545.3,1227,,,,0.319206101451308,2.49976478302181,0.0259596110034231,0.0451970421890566
ENSRNOG00000042503,ENSRNOG00000042503.2,889,81728,Ndufv2,NM_031064,-0.392129600343188,6.65199572831397,1.49484080574981e-11,8.72242126722029e-11
ENSRNOG00000051528,ENSRNOG00000051528.1,2091,316767,Ddx11,NM_001427601,0.839665327287067,4.02542031026787,6.91671736417858e-14,4.82118499431734e-13
ENSRNOG00000011700,ENSRNOG00000011700.7,5353,29616,Ptprm,NM_001168632,0.315575057513977,5.81401484420042,3.63911852733705e-10,1.87139240589766e-9
ENSRNOG00000017065,ENSRNOG00000017065.7,2914,301709,Arhgap28,NM_001191815,1.35900017000077,4.60463134125894,1.97715345246881e-70,1.05023967298956e-68
ENSRNOG00000016196,ENSRNOG00000016196.7,4946,65040,Dlgap1,NM_001304287,-0.887344095178551,0.311314622104734,0.000780327525243997,0.0018458387322953
ENSRNOG00000015733,ENSRNOG00000015733.6,1192,,,,0.518596088173723,7.80338605589187,2.83714744679241e-11,1.61404235545055e-10
ENSRNOG00000014876,ENSRNOG00000014876.7,6040,316737,Lpin2,NM_001108236,0.501741366141928,4.33804194215285,1.07755898293241e-11,6.35173373272742e-11
ENSRNOG00000014837,ENSRNOG00000014837.7,3228,316736,Emilin2,NM_001431280,2.03513872875869,4.27185373455887,1.46355888129725e-116,1.70510759078194e-114
ENSRNOG00000014319,ENSRNOG00000014319.7,6021,316732,Smchd1,XM_063267939,0.557851635272606,6.91090186342197,2.02632447826106e-14,1.45033363792521e-13
ENSRNOG00000002110,ENSRNOG00000002110.5,1766,316729,Fam114a1l1,NM_001431278,-0.554028386166015,5.87354170530044,3.89963129435397e-19,3.79399917648586e-18
ENSRNOG00000037227,ENSRNOG00000037227.5,2241,24884,Yes1,NM_001398584,0.215193411965525,5.3335184614956,0.00271182895051021,0.00583801188973191
ENSRNOG00000037225,ENSRNOG00000037225.4,1531,29261,Tyms,NM_019179,0.186304402071818,5.7484893705424,0.00370152432450983,0.00776720648327597
ENSRNOG00000030478,ENSRNOG00000030478.3,958,,,,2.3627016017273,7.49252598250727,2.52634475328366e-173,6.73562378067782e-171
ENSRNOG00000029171,ENSRNOG00000029171.3,68,,,,3.62932648143489,0.184935079780673,3.44113965078969e-18,3.14074786823886e-17
ENSRNOG00000043866,ENSRNOG00000043866.1,1571,,,,2.53063318779497,8.75201236313887,8.7304519774474e-242,4.32282093626181e-239
ENSRNOG00000032112,ENSRNOG00000032112.3,75,,,,1.8860222800567,0.0692067126521012,7.53237193205504e-6,0.0000243310355233017
ENSRNOG00000033545,ENSRNOG00000033545.3,71,,,,0.897045692912993,5.37060833269906,0.00550897754012324,0.0111547341341125
ENSRNOG00000032274,ENSRNOG00000032274.3,69,,,,1.47349582747776,1.60091225212913,2.9093480905626e-6,9.91036902397048e-6
ENSRNOG00000033932,ENSRNOG00000033932.3,69,,,,0.898241337136124,-0.638012778646307,0.0142763265357698,0.0262851249790057
ENSRNOG00000032609,ENSRNOG00000032609.3,72,,,,1.80489956725518,1.43147862576797,2.48683920711749e-10,1.29566098337005e-9
ENSRNOG00000031333,ENSRNOG00000031333.3,68,,,,2.3630837598233,-0.0194059034295826,5.08714007603945e-10,2.5825012821022e-9
ENSRNOG00000029954,ENSRNOG00000029954.3,66,,,,0.659523930336629,0.653493472798388,0.0119459947315321,0.0223639797489991
ENSRNOG00000034234,ENSRNOG00000034234.3,1545,26195,COX1,YP_665631,0.430505249789388,13.3864259901262,1.17490535099722e-11,6.9108560824037e-11
ENSRNOG00000033957,ENSRNOG00000033957.3,68,,,,0.839276375638538,2.23555780677574,0.0000485509247683792,0.000139475760669044
ENSRNOG00000029971,ENSRNOG00000029971.3,1830,26202,ND5,YP_665639,0.186282966548254,10.8641071860934,0.0125273437739227,0.0233376906855232
ENSRNOG00000029042,ENSRNOG00000029042.3,519,26203,ND6,YP_665640,0.184607472410908,9.31137454061819,0.0288479342449404,0.0495721071358271
ENSRNOG00000017648,ENSRNOG00000017648.7,2580,681871,Vom2r7l1,XM_008759288,1.08932016232537,0.960821954297803,1.31537720055678e-7,5.22682416409262e-7
ENSRNOG00000054959,ENSRNOG00000054959.1,2296,,,,0.357496163593249,4.38617288436898,0.0000661208094600327,0.000186510458261219
ENSRNOG00000061740,ENSRNOG00000061740.1,3703,,,,-0.550941296911913,5.42134639170213,5.39136794727222e-19,5.20152576346431e-18
ENSRNOG00000056076,ENSRNOG00000056076.1,348,,,,-0.995418048625719,5.32935666888423,1.36313123388945e-22,1.60701117573497e-21
ENSRNOG00000052545,ENSRNOG00000052545.1,1599,,,,0.396266651561509,2.24379484086434,0.00364732140522268,0.00766274647098155
ENSRNOG00000053807,ENSRNOG00000053807.1,1995,,,,0.4119130710225,2.41049933457962,0.00162642294430932,0.00364748102554261
ENSRNOG00000057301,ENSRNOG00000057301.1,1969,,,,0.410773315216403,2.40785208357473,0.00171924484801959,0.00383640923433826
ENSRNOG00000054815,ENSRNOG00000054815.1,2718,,,,0.954252571324036,-0.0973453612231724,0.000358104261306403,0.000895842201146151
ENSRNOG00000058484,ENSRNOG00000058484.1,1049,,,,-0.353416529340911,5.59401606039794,3.28835400846366e-7,1.24869186451219e-6
ENSRNOG00000059348,ENSRNOG00000059348.1,1880,81816,Ube2b,NM_031138,0.370059929300637,6.2866431035074,6.45217505578817e-12,3.87242229322282e-11
ENSRNOG00000059776,ENSRNOG00000059776.1,3498,,,,0.189168979914282,6.9642695439089,0.00219094496175131,0.00480773361027542
ENSRNOG00000055765,ENSRNOG00000055765.1,2513,,,,-0.35805096801951,2.68279226544424,0.00968956971028257,0.0185675458829796
ENSRNOG00000052541,ENSRNOG00000052541.1,1180,,,,-0.854742812596649,1.65983953961803,5.40562306337058e-8,2.243147505255e-7
ENSRNOG00000061904,ENSRNOG00000061904.1,1578,,,,-0.682261536550282,1.59465811999796,0.0000620803492392423,0.000175936623436806
ENSRNOG00000054871,ENSRNOG00000054871.1,1776,,,,0.343019160128202,4.24456770788209,0.0000162150565395453,0.0000500346191551871
ENSRNOG00000053118,ENSRNOG00000053118.1,1404,,,,0.21674949875609,3.52453332336175,0.0156723087324587,0.028570793986431
ENSRNOG00000052099,ENSRNOG00000052099.1,894,,,,0.731901521366241,1.4205059913289,0.000181203320702736,0.000477151536224641
ENSRNOG00000052360,ENSRNOG00000052360.1,546,,,,-0.822867216102165,0.633251986985471,0.000583139890844906,0.00140921238394174
ENSRNOG00000058357,ENSRNOG00000058357.1,970,,,,0.285980652032794,3.77459138964986,0.00332414385804522,0.0070403193473784
ENSRNOG00000052512,ENSRNOG00000052512.1,1062,,,,0.327042689175998,2.99331381664006,0.00260636789385421,0.00563459917049661
ENSRNOG00000058546,ENSRNOG00000058546.1,252,,,,0.855305868498608,-0.935970534118979,0.0139061019834342,0.025664829326189
ENSRNOG00000058500,ENSRNOG00000058500.1,804,498276,Fcgr2al1,NM_001135992,-0.900431794897874,3.23990958441312,2.61105921458642e-10,1.35833864731805e-9
ENSRNOG00000046469,ENSRNOG00000046469.2,2211,,,,-0.740742968322065,1.85688958875697,0.000131022068711105,0.000352716497205973
ENSRNOG00000047132,ENSRNOG00000047132.2,2209,100911831,Zfp182,NM_001401240,0.334733145705675,3.92974487437091,0.000460419969990613,0.00113198483134419
ENSRNOG00000009893,ENSRNOG00000009893.7,525,299313,Uxt,NM_001006982,-0.306035202953891,3.44082923403914,0.000325981863210213,0.000820965041152843
ENSRNOG00000010208,ENSRNOG00000010208.7,740,116510,Timp1,NM_053819,-0.535747953733606,6.81378645171611,1.20253240186015e-12,7.66172298685164e-12
ENSRNOG00000010838,ENSRNOG00000010838.5,2333,64363,Araf,NM_001033663,-0.197340406928197,4.78778845542355,0.00828150864965878,0.0161166249184264
ENSRNOG00000052909,ENSRNOG00000052909.1,606,,,,-0.31155532379422,3.60821114799202,0.00653625273623623,0.013037000443916
ENSRNOG00000051858,ENSRNOG00000051858.1,606,,,,-0.373154239685818,3.68237998468417,0.0143154789572751,0.0263467144913929
ENSRNOG00000009609,ENSRNOG00000009609.3,1899,,,,0.469069761789802,5.53921181475368,2.13605608471599e-12,1.3351795112039e-11
ENSRNOG00000008578,ENSRNOG00000008578.8,3112,81741,Cdk16,NM_001004132,-0.277845225258413,6.1840562058232,1.62837284904386e-6,5.70960070286902e-6
ENSRNOG00000019164,ENSRNOG00000019164.7,3602,314432,Uba1,NM_001014080,-0.379512717071884,7.84593204766201,2.27587609495139e-12,1.41810095192836e-11
ENSRNOG00000008472,ENSRNOG00000008472.7,3353,64510,Rbm10,NM_001414396,0.284381671759388,5.82178004371567,1.58987228914106e-7,6.24418963644524e-7
ENSRNOG00000008329,ENSRNOG00000008329.4,849,299310,Ndufb11,NM_001106756,-0.257801524369063,5.56977345539198,0.00510625796031357,0.0104122900958652
ENSRNOG00000059655,ENSRNOG00000059655.1,1365,,,,-0.249566340650075,3.43713943017255,0.0128686665143415,0.0239253309044966
ENSRNOG00000039837,ENSRNOG00000039837.4,2358,299305,Jade3,NM_001271265,1.21819768817062,4.04361782726049,1.02503729913825e-37,2.22744782370732e-36
ENSRNOG00000056398,ENSRNOG00000056398.1,1116,100359876,LOC100359876,XM_039100238,0.247034577623679,6.00199624327762,0.00189575504961138,0.00420456695053786
ENSRNOG00000052721,ENSRNOG00000052721.2,5466,103689969,Kdm6a,NM_001427597,0.269632345937301,4.9673346191814,0.0000805344036841229,0.000224067624458495
ENSRNOG00000003470,ENSRNOG00000003470.6,2013,363442,Fundc1,NM_001025027,0.432251502643514,4.87734408703468,1.93382827767438e-10,1.01863963684185e-9
ENSRNOG00000002986,ENSRNOG00000002986.6,2887,302507,Efhc2,NM_001106952,0.976854562700326,3.32364852595512,3.69425286358545e-25,4.95809503395438e-24
ENSRNOG00000002848,ENSRNOG00000002848.7,2083,29253,Maoa,NM_033653,-0.207666813972046,5.92023864801982,0.0000802168618284347,0.000223228938657049
ENSRNOG00000023383,ENSRNOG00000023383.6,4634,317335,Ddx3x,NM_001108246,0.197321318017523,8.93288900633513,0.00215177230496525,0.00473226066561519
ENSRNOG00000032803,ENSRNOG00000032803.5,554,,,,-0.217670430568867,9.16701517259067,0.000938103980599988,0.00218733158207841
ENSRNOG00000003261,ENSRNOG00000003261.7,12259,363445,Usp9x,NM_001135893,0.279463496156933,8.6300872522956,0.0000667165045340683,0.000187999516028521
ENSRNOG00000023261,ENSRNOG00000023261.4,1522,,,,0.338125806623571,4.27273220317676,3.77719111480749e-6,0.0000126490284095872
ENSRNOG00000003789,ENSRNOG00000003789.7,724,,,,0.465489506927114,2.76523380767602,0.000191635245786438,0.000502426446214669
ENSRNOG00000034240,ENSRNOG00000034240.4,6412,317346,Bcor,NM_001191586,0.140534694320457,5.97146227310106,0.00972192411622496,0.0186198585831791
ENSRNOG00000003228,ENSRNOG00000003228.5,1895,404280,Mid1ip1,NM_206950,0.293359944233496,4.99989758228224,0.0000190098303143782,0.0000580256027033331
ENSRNOG00000003229,ENSRNOG00000003229.8,1703,363447,Tspan7,NM_001108815,-0.690903721621705,4.85255277994158,5.8659998865875e-23,7.04733296600079e-22
ENSRNOG00000003585,ENSRNOG00000003585.6,3075,302538,Sytl5,NM_178333,1.77242111326108,0.715319822986222,9.20609082296012e-13,5.90348025760958e-12
ENSRNOG00000003013,ENSRNOG00000003013.6,2669,64316,Srpx,NM_022524,0.603528016749578,2.02359775245271,0.00006844205409542,0.000192509766276913
ENSRNOG00000003611,ENSRNOG00000003611.7,2145,363448,Dynlt3,NM_001013228,-0.5184668827625,4.65092377461785,4.0474071142807e-12,2.4676012415298e-11
ENSRNOG00000004903,ENSRNOG00000004903.6,1054,117278,Ebp,NM_057137,-0.290591969719223,3.93293619774803,0.000227036655085065,0.000586917058754305
ENSRNOG00000005387,ENSRNOG00000005387.6,1824,114488,Rbm3,NM_053696,-0.198310775828438,8.34578385614157,0.00307872280082971,0.00656163150049241
ENSRNOG00000039587,ENSRNOG00000039587.4,1513,317370,Wdr13,NM_001108247,-0.27660147277366,3.18199537073855,0.00211726363461129,0.00466006398321177
ENSRNOG00000024801,ENSRNOG00000024801.5,2006,100158233,Slc35a2,NM_001127642,-0.604328676388489,3.38300727970138,1.68215103256928e-7,6.56939208888463e-7
ENSRNOG00000008177,ENSRNOG00000008177.7,2616,317366,Pim2,NM_001172103,1.58223846115522,-0.512791392273682,1.91873395208515e-6,6.69384184995181e-6
ENSRNOG00000008764,ENSRNOG00000008764.8,2920,363452,Otud5,NM_001037496,0.189900059860666,6.13665365637359,0.000667228562648275,0.00159904179646598
ENSRNOG00000039544,ENSRNOG00000039544.2,3712,116695,Kcnd1,NM_001105748,-0.895025018925336,2.20308218765008,7.11056938877034e-16,5.63964153351899e-15
ENSRNOG00000009687,ENSRNOG00000009687.6,3878,317377,Ccdc120,NM_001191729,0.475549685284863,3.06123348663915,1.03473509603532e-6,3.72032348844234e-6
ENSRNOG00000057147,ENSRNOG00000057147.1,534,367743,Praf2,NM_001109013,-0.975187758946142,3.58848751018787,1.68004373788803e-20,1.76188550545231e-19
ENSRNOG00000039496,ENSRNOG00000039496.2,1067,302562,Plp2,NM_207601,-0.936942195515544,7.18635165486187,2.37885665899896e-55,8.65629100271958e-54
ENSRNOG00000022417,ENSRNOG00000022417.5,2166,317380,Prickle3,NM_001014110,-0.510729055289677,3.4908742157378,4.40082137508108e-6,0.0000146509170976723
ENSRNOG00000028611,ENSRNOG00000028611.6,1545,501526,Fusl1,XM_039100246,0.203748887078576,5.59160344507374,0.00273661689247316,0.00588771828014398
ENSRNOG00000002844,ENSRNOG00000002844.7,1881,302566,Usp27x,NM_001401128,-1.01194295122033,1.70406361967644,2.2837271883456e-11,1.30995423000511e-10
ENSRNOG00000002862,ENSRNOG00000002862.7,2948,25749,Clcn5,NM_001414393,0.442500136549929,4.28203581044765,0.0000360979792871938,0.000105738936158389
ENSRNOG00000002959,ENSRNOG00000002959.7,8376,317391,Shroom4,NM_001191730,0.265510442469821,4.65249456336588,0.0000229201017162072,0.0000691242745689574
ENSRNOG00000034120,ENSRNOG00000034120.3,780,,,,0.560830600306732,0.727891590169669,0.00609685632523436,0.0122378479937815
ENSRNOG00000003158,ENSRNOG00000003158.3,354,,,,-0.472396159365871,6.25743741428956,1.97916717128554e-8,8.60431911655776e-8
ENSRNOG00000003160,ENSRNOG00000003160.7,3920,,,,0.763050317903433,5.19209318408143,4.91451568844583e-24,6.24517374011118e-23
ENSRNOG00000050535,ENSRNOG00000050535.3,3947,,,,0.765066927205867,5.18476988288977,1.2779017999657e-22,1.5103862365494e-21
ENSRNOG00000002509,ENSRNOG00000002509.8,4559,100034253,Gnl3l,NM_001081958,-0.279813728502021,6.70416479128819,1.18226997809175e-7,4.71818968804378e-7
ENSRNOG00000062296,ENSRNOG00000062296.1,842,,,,0.720127334580332,1.7289774523386,7.69885165035116e-6,0.0000248167587259866
ENSRNOG00000038970,ENSRNOG00000038970.5,4070,363460,Fgd1,NM_001037546,-0.291392372174777,5.41027475977999,7.76209352537389e-7,2.8326839862012e-6
ENSRNOG00000002537,ENSRNOG00000002537.7,5682,317420,Wnk3,NM_001163607,-1.78895357374887,3.0871562128932,6.56009965989972e-42,1.63577736843255e-40
ENSRNOG00000002708,ENSRNOG00000002708.7,6480,317425,Phf8,NM_001108253,0.430800274129217,5.30839286535095,7.50134024576452e-13,4.83489452195627e-12
ENSRNOG00000024763,ENSRNOG00000024763.4,1302,,,,-0.693151149740757,6.66330037073687,1.50470731361958e-24,1.96248938814881e-23
ENSRNOG00000003081,ENSRNOG00000003081.6,2843,317431,Ribc1,NM_001007715,0.538196831515808,1.02317460705147,0.0143951735444383,0.0264828405016047
ENSRNOG00000058975,ENSRNOG00000058975.1,7008,685244,Iqsec2,NM_001277386,0.746914893674855,5.38747641095616,1.92258285315444e-23,2.36091130878062e-22
ENSRNOG00000057706,ENSRNOG00000057706.1,6375,317432,Kdm5c,NM_001419772,0.139553476190917,6.05115808870831,0.00757537048389574,0.0148550122190566
ENSRNOG00000060289,ENSRNOG00000060289.1,318,,,,2.58428794779907,3.68747374591267,1.66855031006351e-33,3.17757987619787e-32
ENSRNOG00000003533,ENSRNOG00000003533.6,4332,60586,Clcn4,NM_022198,0.562975076824986,3.28099450856092,2.22564867299477e-6,7.68719312466355e-6
ENSRNOG00000003613,ENSRNOG00000003613.7,6183,54252,Mid1,NM_001431605,0.474797011658366,7.61012002242852,2.84433965357892e-12,1.75652226980927e-11
ENSRNOG00000025910,ENSRNOG00000025910.5,2398,317444,Hccs,NM_001191732,0.30366309661114,4.86941851825743,0.000169257226967407,0.000447308843819317
ENSRNOG00000003956,ENSRNOG00000003956.8,2298,100363276,Arhgap6,NM_001427045,-2.30018139539162,-0.329975196376025,3.64413279356571e-11,2.05542136086229e-10
ENSRNOG00000004118,ENSRNOG00000004118.7,5118,302656,Frmpd4,NM_001106960,0.77157197515643,3.48521594199143,2.62032792023961e-13,1.74571005700153e-12
