"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000043486","ENSRNOG00000043486.3",2441,"361685","Tnfrsf26","NM_001108511",-2.7179187725459,-0.634977260104402,5.06832594060078e-09,2.36430924766114e-08
"ENSRNOG00000011300","ENSRNOG00000011300.8",10044,"307582","Lama3","NM_001393748",-1.34689943160141,1.30467738616776,6.06793779096759e-09,2.80794023811664e-08
"ENSRNOG00000019737","ENSRNOG00000019737.7",4471,"310630","Sema4a","NM_001012078",-1.3515406344495,1.22110737373107,7.31116632802076e-09,3.34859629903138e-08
"ENSRNOG00000061595","ENSRNOG00000061595.1",1622,"26296","Tfec","NM_022379",-1.35799862967087,0.496162709153107,7.61922404430604e-09,3.48049166887179e-08
"ENSRNOG00000057253","ENSRNOG00000057253.1",3342,NA,NA,NA,-1.54551257415201,0.229703979889542,7.98334198964407e-09,3.63603986019794e-08
"ENSRNOG00000061301","ENSRNOG00000061301.1",156,NA,NA,NA,-1.06524073958879,1.30728709639154,9.10385840471484e-09,4.11663055847901e-08
"ENSRNOG00000026604","ENSRNOG00000026604.6",2724,"296616","Cercam","NM_001011962",-1.43981976361553,0.579349731256231,1.06351612739934e-08,4.7809946790741e-08
"ENSRNOG00000008053","ENSRNOG00000008053.8",3789,"691889","Atp8a2","NM_001427450",-2.20474786429679,-0.119125034365675,1.08689880845806e-08,4.87820170944078e-08
"ENSRNOG00000015160","ENSRNOG00000015160.5",1626,"297902","Gem","NM_001106637",-2.21378101636329,-0.567418733875025,1.11395185446281e-08,4.99315503080258e-08
"ENSRNOG00000038539","ENSRNOG00000038539.2",1737,NA,NA,NA,-2.77472541823443,-0.984919411314076,1.26378430806609e-08,5.62114393552398e-08
"ENSRNOG00000013474","ENSRNOG00000013474.8",5428,"313713","Casz1","NM_001427668",-1.27173234497805,2.43444089563528,1.42387176808508e-08,6.300848449643e-08
"ENSRNOG00000017420","ENSRNOG00000017420.7",1063,"207120","Nudt6","NM_181363",-1.31136629707281,1.07539226753176,1.51033091816452e-08,6.66854390109329e-08
"ENSRNOG00000021247","ENSRNOG00000021247.3",1502,"311429","Spef1","NM_001039024",-1.48682958750084,0.125749445750305,1.87577016676652e-08,8.18818563981456e-08
"ENSRNOG00000016326","ENSRNOG00000016326.5",3127,"89808","Cx3cl1","NM_134455",-1.43688646575901,1.13922746519611,1.95155813979037e-08,8.49761370918773e-08
"ENSRNOG00000012562","ENSRNOG00000012562.6",3165,"170796","Grin3b","NM_133308",-1.0174137926132,2.93741907514768,2.48026819238683e-08,1.06757026449087e-07
"ENSRNOG00000015322","ENSRNOG00000015322.8",1539,NA,NA,NA,-1.34462712514382,0.35087015705497,3.2376485737136e-08,1.37731696305509e-07
"ENSRNOG00000007542","ENSRNOG00000007542.6",1189,"25719","Scg5","NM_013175",-1.52918474548693,0.124474079976709,3.37999160716936e-08,1.43654824162465e-07
"ENSRNOG00000046658","ENSRNOG00000046658.2",1906,NA,NA,NA,-1.69000680459214,0.639180798440028,3.82994835305178e-08,1.61589786873737e-07
"ENSRNOG00000055278","ENSRNOG00000055278.1",4824,NA,NA,NA,-1.20230635832781,1.06554108811156,4.06001392881993e-08,1.70828628555871e-07
"ENSRNOG00000039197","ENSRNOG00000039197.4",3939,NA,NA,NA,-1.34570501209366,0.661666896887297,5.32534794883575e-08,2.2104977234329e-07
"ENSRNOG00000054695","ENSRNOG00000054695.1",4701,"25029","Calcrl","NM_012717",-1.06991726508624,0.841815926521107,5.48958418425538e-08,2.27526442841604e-07
"ENSRNOG00000025980","ENSRNOG00000025980.1",546,NA,NA,NA,-1.93054075683916,-0.379264945179673,5.63939836280117e-08,2.33456610635639e-07
"ENSRNOG00000039560","ENSRNOG00000039560.4",2138,"83717","Omd","NM_031817",-1.63573156216592,0.646104592644017,7.82842316637782e-08,3.18559608977582e-07
"ENSRNOG00000048914","ENSRNOG00000048914.3",2109,"687813","Traf1","NM_001271240",-1.21203593617632,0.438016017787029,9.76819434191005e-08,3.94024574792671e-07
"ENSRNOG00000020441","ENSRNOG00000020441.8",4248,"58966","Ramp2","NM_031646",-1.13170247293238,0.883874581022918,1.03187553036441e-07,4.14784643461065e-07
"ENSRNOG00000021102","ENSRNOG00000021102.5",1630,"29686","Scn1b","NM_001271045",-2.50128875614362,-0.87042213277574,1.38954562088633e-07,5.49790539040185e-07
"ENSRNOG00000004392","ENSRNOG00000004392.5",5263,"690853","Aatk","NM_001394586",-1.41053143855776,0.507706039095404,1.42539904970886e-07,5.6317276788725e-07
"ENSRNOG00000001378","ENSRNOG00000001378.7",1374,NA,NA,NA,-1.04317785119292,1.01933969083529,1.46665269445821e-07,5.78812210531414e-07
"ENSRNOG00000023931","ENSRNOG00000023931.4",2411,"292765","Ggn","NM_001013065",-1.7395234196981,-0.285450279915633,1.64006750429122e-07,6.42132049689167e-07
"ENSRNOG00000021771","ENSRNOG00000021771.4",2934,"300656","Trim29","NM_001106815",-1.62901563768804,0.200368499063451,1.73624818358954e-07,6.77302893001838e-07
"ENSRNOG00000030285","ENSRNOG00000030285.3",6160,"29210","Epha3","NM_031564",-2.51579839704693,-1.15743358614456,2.08256847255557e-07,8.06500818533811e-07
"ENSRNOG00000020539","ENSRNOG00000020539.7",2303,"24571","Muc1","NM_001398538",-1.56790867387965,0.245671813041679,2.38089185842592e-07,9.17417585470177e-07
"ENSRNOG00000017718","ENSRNOG00000017718.5",1842,"291661","Tmco6","NM_001106154",-1.00154361502591,1.43056254662939,2.59033125436293e-07,9.939759897727e-07
"ENSRNOG00000023214","ENSRNOG00000023214.4",1107,"501043","Il20rb","NM_001173438",-1.15772894596488,0.966467090629635,2.69561020809135e-07,1.03208892363929e-06
"ENSRNOG00000052869","ENSRNOG00000052869.1",737,"691849","Pierce2","NM_001198796",-1.20970111709308,0.798545599327983,3.47608644623047e-07,1.31745386797538e-06
"ENSRNOG00000001807","ENSRNOG00000001807.4",3552,"500364","Sspn","NM_001109255",-1.81603148155092,-0.0803497937763886,4.20090805015779e-07,1.58221649571822e-06
"ENSRNOG00000005094","ENSRNOG00000005094.7",1906,"305423","C1qtnf7","NM_001107221",-1.47862694805802,-0.351831985610848,5.28685036959118e-07,1.97087640559323e-06
"ENSRNOG00000048256","ENSRNOG00000048256.3",3076,"365834","Fhip1a","NM_001134592",-1.71860280893524,-0.237372982665974,6.43752171777868e-07,2.3736649227469e-06
"ENSRNOG00000015318","ENSRNOG00000015318.3",4658,"313575","Heyl","NM_001107977",-1.27803690159315,1.05014104362795,8.58544551939143e-07,3.12001616463546e-06
"ENSRNOG00000048919","ENSRNOG00000048919.1",1725,"680018","Iho1","XM_001055346",-1.04036891712144,1.17845841344809,9.06340417126796e-07,3.28424034057655e-06
"ENSRNOG00000010791","ENSRNOG00000010791.6",2963,"688510","Ripor3","XM_006235650",-1.00186567038788,1.07833175391392,9.08045206364204e-07,3.28955807186656e-06
"ENSRNOG00000020415","ENSRNOG00000020415.7",840,NA,NA,NA,-1.18551186004154,0.425918953995441,1.02037542226418e-06,3.67250385624887e-06
"ENSRNOG00000051341","ENSRNOG00000051341.1",715,NA,NA,NA,-1.68867988007169,-0.510497263108239,1.12226204671796e-06,4.01109590505227e-06
"ENSRNOG00000000994","ENSRNOG00000000994.4",2118,"81804","Stxbp2","NM_031126",-2.28166515049211,-0.488254508518017,1.15377017845633e-06,4.11734099205111e-06
"ENSRNOG00000013954","ENSRNOG00000013954.5",2436,"25586","Alpl","NM_001429380",-1.67041334495669,-0.12390803458037,1.36380147468051e-06,4.8184871674237e-06
"ENSRNOG00000045846","ENSRNOG00000045846.2",3319,"301121","Rfx2","NM_001106877",-1.10984593794167,0.583896227031935,1.45594888087471e-06,5.12316631584948e-06
"ENSRNOG00000002568","ENSRNOG00000002568.3",1136,"252971","Socs1","NM_145879",-1.39170370272397,0.29769379857885,1.60524369136234e-06,5.63277614200139e-06
"ENSRNOG00000012358","ENSRNOG00000012358.8",2316,"286936","Pcyt1b","NM_173151",-1.07657186126951,1.02329704635514,1.97729401653544e-06,6.87909767760286e-06
"ENSRNOG00000047236","ENSRNOG00000047236.1",189,NA,NA,NA,-1.09596372185993,1.27844247755585,2.00870473768498e-06,6.97961966999112e-06
"ENSRNOG00000006052","ENSRNOG00000006052.5",4172,"311642","Sulf2","NM_001034927",-1.99497140658509,-0.683698741459691,2.11857643921608e-06,7.33748282620328e-06
"ENSRNOG00000052887","ENSRNOG00000052887.1",5231,"313409","Dnajc6","NM_001107949",-1.70892121997424,-0.0442861867145515,2.45961167848999e-06,8.46155243438839e-06
"ENSRNOG00000036711","ENSRNOG00000036711.4",3866,"24796","Spn","NM_001271086",-1.71820204715571,-0.876333920779066,2.60571645885702e-06,8.93535814632544e-06
"ENSRNOG00000009917","ENSRNOG00000009917.4",1920,NA,NA,NA,-1.47613890780505,-0.157988349472408,2.69629328133336e-06,9.23225736043608e-06
"ENSRNOG00000027542","ENSRNOG00000027542.6",3039,"100302465","C1h10orf90","NM_001163214",-1.00526696931941,1.31694586077964,2.77920713122885e-06,9.49505363907266e-06
"ENSRNOG00000053831","ENSRNOG00000053831.1",459,NA,NA,NA,-2.77898974950283,-1.36185100661045,2.85825798189747e-06,9.74112307301536e-06
"ENSRNOG00000013279","ENSRNOG00000013279.7",3600,"681458","Scd3","NM_001432549",-1.40123799476927,-0.336740354374159,3.51711600521881e-06,1.18216092779502e-05
"ENSRNOG00000043342","ENSRNOG00000043342.3",234,"290595","Gpr15lg","NM_001106063",-2.10970766038336,-0.548457597834924,4.41878165871313e-06,1.469817392428e-05
"ENSRNOG00000024523","ENSRNOG00000024523.6",2967,"360654","Dnai2","NM_001007726",-2.21397933241013,-1.19663857505701,5.7202004400024e-06,1.87614996215267e-05
"ENSRNOG00000014683","ENSRNOG00000014683.3",4324,"171106","Il1rl2","NM_133575",-1.21969208213255,-0.0310550742897083,5.85618099950193e-06,1.91757424131069e-05
"ENSRNOG00000003778","ENSRNOG00000003778.5",1751,"498289","Opn3","NM_001191933",-1.03066956039779,0.78974561794546,5.96693724284855e-06,1.95199664782568e-05
"ENSRNOG00000055689","ENSRNOG00000055689.1",210,NA,NA,NA,-2.08536778201157,-1.07919121118361,6.30444120970417e-06,2.0570669082452e-05
"ENSRNOG00000042152","ENSRNOG00000042152.3",1250,"365960","Gipc2","NM_001037210",-1.01792722701554,0.854479075047395,6.9572171418238e-06,2.25414485754254e-05
"ENSRNOG00000048114","ENSRNOG00000048114.3",1516,"684538","Echdc3","NM_001101010",-1.579588439675,-0.365789019233005,8.76649827156495e-06,2.80560323261718e-05
"ENSRNOG00000016085","ENSRNOG00000016085.5",3255,"300679","Mpzl2","NM_001106818",-2.26971217910193,-0.662683445376103,8.77637306459918e-06,2.80811530504507e-05
"ENSRNOG00000029465","ENSRNOG00000029465.5",2940,"366909","Slc26a10","NM_001134595",-1.0661950846849,1.2697003929622,9.13519557890705e-06,2.91284157097441e-05
"ENSRNOG00000045999","ENSRNOG00000045999.1",561,NA,NA,NA,-1.63950698394441,-0.21454046797001,1.00528206011991e-05,3.18332244809886e-05
"ENSRNOG00000056847","ENSRNOG00000056847.1",1282,"494500","Gsta3","NM_001009920",-1.79310974582331,-0.798584552160705,1.07145217515101e-05,3.37912032672737e-05
"ENSRNOG00000019862","ENSRNOG00000019862.5",965,"308429","Pinlyp","NM_001107488",-1.930269286504,-0.121998641080466,1.08176403723303e-05,3.41009018012703e-05
"ENSRNOG00000017273","ENSRNOG00000017273.7",863,NA,NA,NA,-1.14149581924064,0.0300999834331362,1.08331432453086e-05,3.41342495347633e-05
"ENSRNOG00000020875","ENSRNOG00000020875.7",1422,"499669","Celf3","NM_001109190",-1.61075765093681,-0.098078255925345,1.11229209777282e-05,3.49757714754419e-05
"ENSRNOG00000020865","ENSRNOG00000020865.7",4670,"309135","Ano1","NM_001107564",-2.65001099133036,-1.01438423368163,1.29261075644672e-05,4.03348087494425e-05
"ENSRNOG00000053895","ENSRNOG00000053895.1",1588,"291958","B3gnt9","NM_001400948",-1.25685263846022,0.138704911752126,1.40172708150771e-05,4.36120831643242e-05
"ENSRNOG00000047817","ENSRNOG00000047817.3",2905,"306038","Enox1","NM_001399498",-1.05555319677136,0.563799047141702,1.42086119888061e-05,4.41677570880735e-05
"ENSRNOG00000048706","ENSRNOG00000048706.1",2573,"114243","Nox1","NM_053683",-1.51010407530753,-0.379139780231412,1.6031098293305e-05,4.95110596432124e-05
"ENSRNOG00000004870","ENSRNOG00000004870.5",2490,"304775","Dyrk3","NM_001024767",-1.25373136083167,0.274057627637933,1.61293382761225e-05,4.97922836473307e-05
"ENSRNOG00000027290","ENSRNOG00000027290.5",2430,NA,NA,NA,-1.14083020428505,-0.183097776224231,1.63656056180419e-05,5.04542486743459e-05
"ENSRNOG00000026679","ENSRNOG00000026679.2",4272,"315611","Scn4b","NM_001008880",-1.2937213328886,-0.179240685586942,1.72330649618432e-05,5.29636915608501e-05
"ENSRNOG00000046844","ENSRNOG00000046844.1",678,NA,NA,NA,-1.08964903330212,0.819195845971577,2.21475751326486e-05,6.69692435417753e-05
"ENSRNOG00000010646","ENSRNOG00000010646.4",3767,"503035","Tmem229b","NM_001109359",-1.49977962986391,-0.495748011211069,2.26767287691115e-05,6.84647577645823e-05
"ENSRNOG00000001876","ENSRNOG00000001876.6",1300,"680752","Ccdc74a","NM_001419901",-1.69820946672703,-0.391786208479704,2.39793651603647e-05,7.21775767658045e-05
"ENSRNOG00000046480","ENSRNOG00000046480.1",1293,"102553962","Zfp764l1","NM_001416394",-1.08481521542397,0.411775771959531,2.68549416435801e-05,8.02926269024358e-05
"ENSRNOG00000002659","ENSRNOG00000002659.6",5515,"85483","Ciita","NM_001270803",-2.04773089789244,-1.1062869315882,2.78556806084325e-05,8.30875980970972e-05
"ENSRNOG00000043061","ENSRNOG00000043061.2",807,"692004","Siah3","NM_001191118",-1.49014117875119,0.286104207123822,2.85362333137741e-05,8.48801413134872e-05
"ENSRNOG00000012438","ENSRNOG00000012438.6",2336,"315731","Larp6","NM_001108154",-1.1481422513103,0.115953528264258,3.38043765828313e-05,9.93774124139893e-05
"ENSRNOG00000051507","ENSRNOG00000051507.1",2023,"366473","Azin2","NM_001014261",-1.07971774616085,0.035333312873961,3.60094823611891e-05,0.000105501999884938
"ENSRNOG00000025736","ENSRNOG00000025736.5",4486,"688600","Tcf23","NM_001432153",-1.46752735300154,-0.719311014627332,3.75353253702737e-05,0.000109694298257478
"ENSRNOG00000009414","ENSRNOG00000009414.6",2047,"312638","Creld1","NM_001024783",-1.27879809864414,-0.283242042819471,3.93148120291331e-05,0.000114517649997252
"ENSRNOG00000009354","ENSRNOG00000009354.4",2547,"499745","Nrarp","NM_001143750",-1.0305559889717,0.487016770097055,4.06582236508872e-05,0.000118297085560525
"ENSRNOG00000021200","ENSRNOG00000021200.6",2118,"310681","Hjv","NM_001012080",-1.29282958128217,-0.135777956551839,4.23769732331849e-05,0.000123039655896309
"ENSRNOG00000058856","ENSRNOG00000058856.1",405,NA,NA,NA,-1.24338914446773,0.219572497985158,5.89271681923093e-05,0.000167479758060307
"ENSRNOG00000010899","ENSRNOG00000010899.8",1549,"501046","Bfsp2","NM_001277434",-1.47997249770271,-0.818217878872057,6.34210840981324e-05,0.000179259920476352
"ENSRNOG00000048722","ENSRNOG00000048722.1",678,NA,NA,NA,-1.00272150726727,0.70407388526752,7.04195378086156e-05,0.000197871194199158
"ENSRNOG00000004778","ENSRNOG00000004778.4",2052,"85259","Cnga1","NM_053497",-1.08000150377102,0.190549648292843,7.19613760996176e-05,0.000201631470946867
"ENSRNOG00000049667","ENSRNOG00000049667.1",381,NA,NA,NA,-1.28953719810025,-0.04346970396355,7.7314876966743e-05,0.000215629341031367
"ENSRNOG00000060391","ENSRNOG00000060391.1",1068,NA,NA,NA,-1.95135583373283,-1.11171472580894,9.0558639437468e-05,0.000249553762107147
"ENSRNOG00000016361","ENSRNOG00000016361.8",2882,"140693","Plcd4","NM_080688",-1.02776883094047,0.308340103128718,9.21194815743262e-05,0.00025370371325913
"ENSRNOG00000020970","ENSRNOG00000020970.6",2050,"303569","Rundc3a","NM_198758",-1.3677294442393,-0.58895068412857,0.00010281764624433,0.000281323040760093
"ENSRNOG00000010266","ENSRNOG00000010266.5",2566,"294706","Cd180","NM_001106405",-2.11152176000646,-1.17522389851109,0.000139704789899682,0.000374273856457814
"ENSRNOG00000005726","ENSRNOG00000005726.9",16596,"56768","Pclo","NM_001110797",-1.0476624987302,0.407993952708587,0.000144843778358036,0.000386919873440427
"ENSRNOG00000027799","ENSRNOG00000027799.2",2599,"501061","Tmie","NM_001109299",-1.676994413002,-0.767384990325194,0.000189335612034956,0.000496961174792244
"ENSRNOG00000025120","ENSRNOG00000025120.6",3903,"140589","Gli1","NM_001191910",-1.23725089253618,0.266185416198338,0.000193699094466866,0.000507453561165651
"ENSRNOG00000024257","ENSRNOG00000024257.3",1706,"308428","Irgc","NM_001014016",-1.21257652738943,0.0747450478000196,0.000217189761856361,0.000563985551297356
"ENSRNOG00000038115","ENSRNOG00000038115.3",338,"652921","Defb37","NM_001411814",-1.08754884176786,-0.287127332744456,0.000235023544564261,0.000605869546641671
"ENSRNOG00000015024","ENSRNOG00000015024.6",1659,"308022","Mcoln3","NM_001012059",-1.5385998812349,-0.688135622523175,0.000243723364093268,0.000626549363951246
"ENSRNOG00000049770","ENSRNOG00000049770.1",800,"64348","Cryba4","NM_031689",-1.48615368486252,-0.737884303524233,0.000277908378103943,0.000708257675373725
"ENSRNOG00000016343","ENSRNOG00000016343.7",5010,"171548","Dkk3","NM_138519",-1.17441072545258,-0.432424521026708,0.000288881671821842,0.000733929906200846
"ENSRNOG00000047697","ENSRNOG00000047697.3",1487,"116568","Ggt1","NM_053840",-1.33190669841456,-0.0752911839505776,0.000296323226867607,0.000750772152282987
"ENSRNOG00000015279","ENSRNOG00000015279.6",4505,"295322","Vtcn1","NM_001024244",-1.4373174106198,-0.859217003657191,0.000301018723118118,0.000762111683219429
"ENSRNOG00000054993","ENSRNOG00000054993.1",477,NA,NA,NA,-1.27491385253393,0.0297516573830269,0.000321299595076054,0.000810203271395854
"ENSRNOG00000012410","ENSRNOG00000012410.4",285,"295214","S100a1","NM_001007636",-1.02368121834074,-0.312331486726155,0.000340231446490158,0.000854213830883656
"ENSRNOG00000020743","ENSRNOG00000020743.5",2632,"308445","Cyp2s1","NM_001107495",-1.38624552126378,-0.324659911098563,0.000417573314190495,0.00103323869854311
"ENSRNOG00000008363","ENSRNOG00000008363.5",999,NA,NA,NA,-1.33226348649104,0.296156115528994,0.000482100038241958,0.00118005560208095
"ENSRNOG00000047631","ENSRNOG00000047631.1",693,"679247","Eef1akmt3","XM_003750328",-1.13009790449373,-0.383101848229176,0.000492055327201868,0.00120383984317921
"ENSRNOG00000032523","ENSRNOG00000032523.3",372,"120093238","LOC120093238","XM_039078184",-1.72131742769678,0.679745115414449,0.000642930573132295,0.00154428091924916
"ENSRNOG00000002379","ENSRNOG00000002379.7",1060,"317316","Plac1","NM_001024894",-1.0274377204654,0.402756451730485,0.000650548095583745,0.00156176602548451
"ENSRNOG00000037486","ENSRNOG00000037486.2",1170,NA,NA,NA,-2.35562089567327,-0.876544129751938,0.000669113720034184,0.00160328251202107
"ENSRNOG00000012345","ENSRNOG00000012345.4",484,NA,NA,NA,-1.55555348441724,1.24044797025351,0.000678958147892179,0.00162574710921885
"ENSRNOG00000020731","ENSRNOG00000020731.5",4941,"140591","Ppfia3","NM_001270985",-1.19304531468068,-0.529254868698788,0.000691549478562588,0.00165133344312637
"ENSRNOG00000022248","ENSRNOG00000022248.2",1440,"494223","Fbxl16","NM_001009504",-1.14007990538389,0.0954511402445273,0.000699318098471231,0.00166816003393069
"ENSRNOG00000024795","ENSRNOG00000024795.5",3306,NA,NA,NA,-1.22569749040487,-0.643238906174875,0.00111485586926043,0.00256963620472594
"ENSRNOG00000032554","ENSRNOG00000032554.4",1127,"499358","Scd4","XM_574671",-1.03639059176263,0.366541680125749,0.00122361107697002,0.00280260101951303
"ENSRNOG00000021109","ENSRNOG00000021109.5",2591,"308594","Odad1","NM_001126277",-1.12888446775249,-0.693832335374979,0.00137164860503142,0.00312002235605506
"ENSRNOG00000023937","ENSRNOG00000023937.4",2733,"305625","Slc49a3","NM_001107246",-1.17569971131715,-0.951081080146007,0.0014080443813308,0.00319651666984939
"ENSRNOG00000033234","ENSRNOG00000033234.4",2002,"316019","Ccrl2","NM_001108191",-1.42453589660531,-1.08976779434375,0.00185045648724449,0.00411133473383936
"ENSRNOG00000013267","ENSRNOG00000013267.7",8390,"296474","Helz2","NM_001305276",-1.12948876669629,-0.517947185899292,0.0020120086816637,0.00444250491520712
"ENSRNOG00000060966","ENSRNOG00000060966.1",729,NA,NA,NA,-1.12568297827806,-0.745280102900726,0.00216769057020328,0.00476349057937838
"ENSRNOG00000049277","ENSRNOG00000049277.1",1023,"292781","Syne4","NM_001009283",-1.34134952323745,-1.07404794804875,0.00217504333369366,0.0047781335411708
"ENSRNOG00000005542","ENSRNOG00000005542.8",14969,"54225","Apob","NM_019287",-1.03154554964204,-0.328963216876424,0.00231010044616508,0.00504524772930572
"ENSRNOG00000056108","ENSRNOG00000056108.1",3007,NA,NA,NA,-1.03042223028651,-0.522905414445405,0.00245795705118435,0.00533789419762215
